,Ticket,Date,Resultat_net,BNPA,PER,Dividende,Description,Profile_Téléphone_,Profile_Adresse_,Profile_Dirigeants_,Profile_Nombre_de_titres_,Profile_Valorisation_de_la_société_,Company_Name,Pays,Secteur
71,NSIA CI,2021,7201,291.13,21.64,0,"Le capital social de NSIA BANQUE CÔTE D'IVOIRE était de 20 milliards FCFA. Les actionnaires majoritaires sont pour la plupart des personnes morales. Ses activités s'articulent autour de deux pôles d'activités stratégiques: la banque de détail et la banque de financement et d'investissement. 
  le 27 novembre 2017, le groupe NSIA, présidé et dirigé par Jean Kacou DIAGOU, a finalisé le 24 novembre l’achat du groupe bancaire ouest-africain Diamond Bank SA, filiale pour l’Afrique francophone du géant nigérian Diamond Bank. Le leader des assurances de l’Afrique subsaharienne francophone aura déboursé un total de 61 millions d’euros, via trois de ses sociétés (Manzi Finance SA, NSIA Banque Côte d’Ivoire et NSIA Vie Assurances Côte d’Ivoire), pour acquérir de 1 985 000 actions de Diamond Bank SA, soit 97,07 % de son capital social.",(+225) 20 31 98 00,"8-10 Rue des banques, Côte d'Ivoire, Avenue Anoma, Abidjan  CI  Abidjan",JEAN KACOU DIAGOU,24 734 572,148 284 MFCFA,NSIA Banque,Cote Ivoire,Banque
72,NSIA CI,2022,23713,958.7,6.57,0,"Le capital social de NSIA BANQUE CÔTE D'IVOIRE était de 20 milliards FCFA. Les actionnaires majoritaires sont pour la plupart des personnes morales. Ses activités s'articulent autour de deux pôles d'activités stratégiques: la banque de détail et la banque de financement et d'investissement. 
  le 27 novembre 2017, le groupe NSIA, présidé et dirigé par Jean Kacou DIAGOU, a finalisé le 24 novembre l’achat du groupe bancaire ouest-africain Diamond Bank SA, filiale pour l’Afrique francophone du géant nigérian Diamond Bank. Le leader des assurances de l’Afrique subsaharienne francophone aura déboursé un total de 61 millions d’euros, via trois de ses sociétés (Manzi Finance SA, NSIA Banque Côte d’Ivoire et NSIA Vie Assurances Côte d’Ivoire), pour acquérir de 1 985 000 actions de Diamond Bank SA, soit 97,07 % de son capital social.",(+225) 20 31 98 00,"8-10 Rue des banques, Côte d'Ivoire, Avenue Anoma, Abidjan  CI  Abidjan",JEAN KACOU DIAGOU,24 734 572,148 284 MFCFA,NSIA Banque,Cote Ivoire,Banque
73,NSIA CI,2023,32382,1309.18,4.81,364,"Le capital social de NSIA BANQUE CÔTE D'IVOIRE était de 20 milliards FCFA. Les actionnaires majoritaires sont pour la plupart des personnes morales. Ses activités s'articulent autour de deux pôles d'activités stratégiques: la banque de détail et la banque de financement et d'investissement. 
  le 27 novembre 2017, le groupe NSIA, présidé et dirigé par Jean Kacou DIAGOU, a finalisé le 24 novembre l’achat du groupe bancaire ouest-africain Diamond Bank SA, filiale pour l’Afrique francophone du géant nigérian Diamond Bank. Le leader des assurances de l’Afrique subsaharienne francophone aura déboursé un total de 61 millions d’euros, via trois de ses sociétés (Manzi Finance SA, NSIA Banque Côte d’Ivoire et NSIA Vie Assurances Côte d’Ivoire), pour acquérir de 1 985 000 actions de Diamond Bank SA, soit 97,07 % de son capital social.",(+225) 20 31 98 00,"8-10 Rue des banques, Côte d'Ivoire, Avenue Anoma, Abidjan  CI  Abidjan",JEAN KACOU DIAGOU,24 734 572,148 284 MFCFA,NSIA Banque,Cote Ivoire,Banque
74,NSIA CI,2024,34813,1407.0,4.48,455,"Le capital social de NSIA BANQUE CÔTE D'IVOIRE était de 20 milliards FCFA. Les actionnaires majoritaires sont pour la plupart des personnes morales. Ses activités s'articulent autour de deux pôles d'activités stratégiques: la banque de détail et la banque de financement et d'investissement. 
  le 27 novembre 2017, le groupe NSIA, présidé et dirigé par Jean Kacou DIAGOU, a finalisé le 24 novembre l’achat du groupe bancaire ouest-africain Diamond Bank SA, filiale pour l’Afrique francophone du géant nigérian Diamond Bank. Le leader des assurances de l’Afrique subsaharienne francophone aura déboursé un total de 61 millions d’euros, via trois de ses sociétés (Manzi Finance SA, NSIA Banque Côte d’Ivoire et NSIA Vie Assurances Côte d’Ivoire), pour acquérir de 1 985 000 actions de Diamond Bank SA, soit 97,07 % de son capital social.",(+225) 20 31 98 00,"8-10 Rue des banques, Côte d'Ivoire, Avenue Anoma, Abidjan  CI  Abidjan",JEAN KACOU DIAGOU,24 734 572,148 284 MFCFA,NSIA Banque,Cote Ivoire,Banque
75,NTLC CI,2020,-3518,0.0,0.0,0,"En Côte d'Ivoire, NESTLÉ est le leader dans la fabrication de produits de café, du thé, la production de soupes déshydratées, les assaisonnements et la distribution de produits laitiers pour enfants.  La société dispose de deux grandes usines et d'un centre de recherche & développement à Abidjan.",(+225) 21 75 82 00,Rue des Chevaliers de Clieu - Zone 4 C Marcory 01 BP 1840 Abidjan 01 Abidjan,Mohamad ITANI,22 070 400,165 418 MFCFA, NESTLÉ  Cote d'ivoire,Cote Ivoire,Industrie
76,NTLC CI,2021,20900,946.95,7.91,364,"En Côte d'Ivoire, NESTLÉ est le leader dans la fabrication de produits de café, du thé, la production de soupes déshydratées, les assaisonnements et la distribution de produits laitiers pour enfants.  La société dispose de deux grandes usines et d'un centre de recherche & développement à Abidjan.",(+225) 21 75 82 00,Rue des Chevaliers de Clieu - Zone 4 C Marcory 01 BP 1840 Abidjan 01 Abidjan,Mohamad ITANI,22 070 400,165 418 MFCFA, NESTLÉ  Cote d'ivoire,Cote Ivoire,Industrie
77,NTLC CI,2022,21268,963.65,7.78,857,"En Côte d'Ivoire, NESTLÉ est le leader dans la fabrication de produits de café, du thé, la production de soupes déshydratées, les assaisonnements et la distribution de produits laitiers pour enfants.  La société dispose de deux grandes usines et d'un centre de recherche & développement à Abidjan.",(+225) 21 75 82 00,Rue des Chevaliers de Clieu - Zone 4 C Marcory 01 BP 1840 Abidjan 01 Abidjan,Mohamad ITANI,22 070 400,165 418 MFCFA, NESTLÉ  Cote d'ivoire,Cote Ivoire,Industrie
78,NTLC CI,2023,16627,753.36,9.95,728,"En Côte d'Ivoire, NESTLÉ est le leader dans la fabrication de produits de café, du thé, la production de soupes déshydratées, les assaisonnements et la distribution de produits laitiers pour enfants.  La société dispose de deux grandes usines et d'un centre de recherche & développement à Abidjan.",(+225) 21 75 82 00,Rue des Chevaliers de Clieu - Zone 4 C Marcory 01 BP 1840 Abidjan 01 Abidjan,Mohamad ITANI,22 070 400,165 418 MFCFA, NESTLÉ  Cote d'ivoire,Cote Ivoire,Industrie
79,NTLC CI,2024,16557,750.0,9.99,675,"En Côte d'Ivoire, NESTLÉ est le leader dans la fabrication de produits de café, du thé, la production de soupes déshydratées, les assaisonnements et la distribution de produits laitiers pour enfants.  La société dispose de deux grandes usines et d'un centre de recherche & développement à Abidjan.",(+225) 21 75 82 00,Rue des Chevaliers de Clieu - Zone 4 C Marcory 01 BP 1840 Abidjan 01 Abidjan,Mohamad ITANI,22 070 400,165 418 MFCFA, NESTLÉ  Cote d'ivoire,Cote Ivoire,Industrie
80,ONTBF,2020,30086,442.0,6.17,387,"ONATEL offre des services de téléphonie mobile. Premier opérateur Burkinabé de télécommunication mobile, ONATEL possède le plus important réseau en termes de couverture, la plus importante part de marché en termes de chiffre d'affaires et le plus important réseau de distributeurs. ONATEL dispose ainsi en fin 2017 d’un parc mobile et fixe de 7 millions d’abonnés. Depuis le 29 décembre 2006, le groupe Maroc Telecom est le nouvel actionnaire majoritaire de Onatel.", (+226) 50-49-44-49,ONATEL - BURKINA FASO 705 Avenue de la nation BP 10 000 BF- Ouagadougou 01 Ouagadougou,EL AYDI Abdelillah,68 000 000,191 080 MFCFA,ONTATEL Burkina Faso,Burkina Faso,Service Public
81,ONTBF,2021,31052,456.65,5.97,400,"ONATEL offre des services de téléphonie mobile. Premier opérateur Burkinabé de télécommunication mobile, ONATEL possède le plus important réseau en termes de couverture, la plus importante part de marché en termes de chiffre d'affaires et le plus important réseau de distributeurs. ONATEL dispose ainsi en fin 2017 d’un parc mobile et fixe de 7 millions d’abonnés. Depuis le 29 décembre 2006, le groupe Maroc Telecom est le nouvel actionnaire majoritaire de Onatel.", (+226) 50-49-44-49,ONATEL - BURKINA FASO 705 Avenue de la nation BP 10 000 BF- Ouagadougou 01 Ouagadougou,EL AYDI Abdelillah,68 000 000,191 080 MFCFA,ONTATEL Burkina Faso,Burkina Faso,Service Public
82,ONTBF,2022,32374,476.09,5.72,417,"ONATEL offre des services de téléphonie mobile. Premier opérateur Burkinabé de télécommunication mobile, ONATEL possède le plus important réseau en termes de couverture, la plus importante part de marché en termes de chiffre d'affaires et le plus important réseau de distributeurs. ONATEL dispose ainsi en fin 2017 d’un parc mobile et fixe de 7 millions d’abonnés. Depuis le 29 décembre 2006, le groupe Maroc Telecom est le nouvel actionnaire majoritaire de Onatel.", (+226) 50-49-44-49,ONATEL - BURKINA FASO 705 Avenue de la nation BP 10 000 BF- Ouagadougou 01 Ouagadougou,EL AYDI Abdelillah,68 000 000,191 080 MFCFA,ONTATEL Burkina Faso,Burkina Faso,Service Public
83,ONTBF,2023,22372,329.01,8.28,288,"ONATEL offre des services de téléphonie mobile. Premier opérateur Burkinabé de télécommunication mobile, ONATEL possède le plus important réseau en termes de couverture, la plus importante part de marché en termes de chiffre d'affaires et le plus important réseau de distributeurs. ONATEL dispose ainsi en fin 2017 d’un parc mobile et fixe de 7 millions d’abonnés. Depuis le 29 décembre 2006, le groupe Maroc Telecom est le nouvel actionnaire majoritaire de Onatel.", (+226) 50-49-44-49,ONATEL - BURKINA FASO 705 Avenue de la nation BP 10 000 BF- Ouagadougou 01 Ouagadougou,EL AYDI Abdelillah,68 000 000,191 080 MFCFA,ONTATEL Burkina Faso,Burkina Faso,Service Public
84,ONTBF,2024,21129,311.0,8.76,266,"ONATEL offre des services de téléphonie mobile. Premier opérateur Burkinabé de télécommunication mobile, ONATEL possède le plus important réseau en termes de couverture, la plus importante part de marché en termes de chiffre d'affaires et le plus important réseau de distributeurs. ONATEL dispose ainsi en fin 2017 d’un parc mobile et fixe de 7 millions d’abonnés. Depuis le 29 décembre 2006, le groupe Maroc Telecom est le nouvel actionnaire majoritaire de Onatel.", (+226) 50-49-44-49,ONATEL - BURKINA FASO 705 Avenue de la nation BP 10 000 BF- Ouagadougou 01 Ouagadougou,EL AYDI Abdelillah,68 000 000,191 080 MFCFA,ONTATEL Burkina Faso,Burkina Faso,Service Public
85,ORAC,2020,106842,709.18,15.79,119,"Le Groupe Orange Côte d’Ivoire (Groupe OCI) est une entreprise intégrée de télécommunications qui offre des solutions dans les domaines du fixe, du mobile, de l’Internet, des services de paiement mobile et des données au service des particuliers et des entreprises. Le Groupe OCI est leader en Côte d’Ivoire, ainsi qu’au",225 27 21 23 91 29,"Cocody, Riviera Golf, boulevard de France, immeuble Orange Village 11 BP 202 Abidjan 11 Abidjan",BAMBA MAMADOU,150 655 350,1 731 783 MFCFA,Orange Côte d'Ivoire,Cote Ivoire,Service Public
86,ORAC,2021,122209,811.18,13.81,418,"Le Groupe Orange Côte d’Ivoire (Groupe OCI) est une entreprise intégrée de télécommunications qui offre des solutions dans les domaines du fixe, du mobile, de l’Internet, des services de paiement mobile et des données au service des particuliers et des entreprises. Le Groupe OCI est leader en Côte d’Ivoire, ainsi qu’au",225 27 21 23 91 29,"Cocody, Riviera Golf, boulevard de France, immeuble Orange Village 11 BP 202 Abidjan 11 Abidjan",BAMBA MAMADOU,150 655 350,1 731 783 MFCFA,Orange Côte d'Ivoire,Cote Ivoire,Service Public
87,ORAC,2022,155837,1034.38,10.83,717,"Le Groupe Orange Côte d’Ivoire (Groupe OCI) est une entreprise intégrée de télécommunications qui offre des solutions dans les domaines du fixe, du mobile, de l’Internet, des services de paiement mobile et des données au service des particuliers et des entreprises. Le Groupe OCI est leader en Côte d’Ivoire, ainsi qu’au",225 27 21 23 91 29,"Cocody, Riviera Golf, boulevard de France, immeuble Orange Village 11 BP 202 Abidjan 11 Abidjan",BAMBA MAMADOU,150 655 350,1 731 783 MFCFA,Orange Côte d'Ivoire,Cote Ivoire,Service Public
88,ORAC,2023,153485,1018.78,10.99,753,"Le Groupe Orange Côte d’Ivoire (Groupe OCI) est une entreprise intégrée de télécommunications qui offre des solutions dans les domaines du fixe, du mobile, de l’Internet, des services de paiement mobile et des données au service des particuliers et des entreprises. Le Groupe OCI est leader en Côte d’Ivoire, ainsi qu’au",225 27 21 23 91 29,"Cocody, Riviera Golf, boulevard de France, immeuble Orange Village 11 BP 202 Abidjan 11 Abidjan",BAMBA MAMADOU,150 655 350,1 731 783 MFCFA,Orange Côte d'Ivoire,Cote Ivoire,Service Public
89,ORAC,2024,154890,1028.0,10.89,780,"Le Groupe Orange Côte d’Ivoire (Groupe OCI) est une entreprise intégrée de télécommunications qui offre des solutions dans les domaines du fixe, du mobile, de l’Internet, des services de paiement mobile et des données au service des particuliers et des entreprises. Le Groupe OCI est leader en Côte d’Ivoire, ainsi qu’au",225 27 21 23 91 29,"Cocody, Riviera Golf, boulevard de France, immeuble Orange Village 11 BP 202 Abidjan 11 Abidjan",BAMBA MAMADOU,150 655 350,1 731 783 MFCFA,Orange Côte d'Ivoire,Cote Ivoire,Service Public
90,PALM CI,2020,-5562,0.0,0.0,0,"PALMCI est une filiale du groupe agro-industriel ivoirien SIFCA. Elle est le principal producteur d’huile de palme brute de la région.  Créée en 1997, la société produit plus de 280 000 tonnes d’huile de palme brute par an sur 8 sites de production implantés en Côte d'Ivoire, soit 70% de la production totale du pays. Elle exploite près de 40 000 hectares de plantations industrielles et s’approvisionne auprès de 30 000 petits planteurs Entre 2016 et 2017, le rendement à l’hectare de ses champs passe de 15,6t/h à 15,8t/h, soit une légère hausse de 1%. De même, ses achats de régimes aux planteurs villageois (PV) se chiffre à 726 168 tonnes en 2017 contre 612 892 tonnes en 2016. PALMCI enregistre un volume en tonnage de régimes usinés en hausse de 9% passant de 1 174 523 T en 2016 à 1 282 599 T en 2017, soit la meilleure performance jamais réalisée depuis 2007.",(225) 21 21 09 00,"Boulevard de Vridi, Abidjan – Zone portuaire 18 B.P. 3321 Abidjan 18 Abidjan",Coulibaly Lacina,15 459 316,87 345 MFCFA,PALMCI,Cote Ivoire,Agriculture
91,PALM CI,2021,3522,228.0,25.81,103,"PALMCI est une filiale du groupe agro-industriel ivoirien SIFCA. Elle est le principal producteur d’huile de palme brute de la région.  Créée en 1997, la société produit plus de 280 000 tonnes d’huile de palme brute par an sur 8 sites de production implantés en Côte d'Ivoire, soit 70% de la production totale du pays. Elle exploite près de 40 000 hectares de plantations industrielles et s’approvisionne auprès de 30 000 petits planteurs Entre 2016 et 2017, le rendement à l’hectare de ses champs passe de 15,6t/h à 15,8t/h, soit une légère hausse de 1%. De même, ses achats de régimes aux planteurs villageois (PV) se chiffre à 726 168 tonnes en 2017 contre 612 892 tonnes en 2016. PALMCI enregistre un volume en tonnage de régimes usinés en hausse de 9% passant de 1 174 523 T en 2016 à 1 282 599 T en 2017, soit la meilleure performance jamais réalisée depuis 2007.",(225) 21 21 09 00,"Boulevard de Vridi, Abidjan – Zone portuaire 18 B.P. 3321 Abidjan 18 Abidjan",Coulibaly Lacina,15 459 316,87 345 MFCFA,PALMCI,Cote Ivoire,Agriculture
92,PALM CI,2022,42473,2747.41,2.14,1236,"PALMCI est une filiale du groupe agro-industriel ivoirien SIFCA. Elle est le principal producteur d’huile de palme brute de la région.  Créée en 1997, la société produit plus de 280 000 tonnes d’huile de palme brute par an sur 8 sites de production implantés en Côte d'Ivoire, soit 70% de la production totale du pays. Elle exploite près de 40 000 hectares de plantations industrielles et s’approvisionne auprès de 30 000 petits planteurs Entre 2016 et 2017, le rendement à l’hectare de ses champs passe de 15,6t/h à 15,8t/h, soit une légère hausse de 1%. De même, ses achats de régimes aux planteurs villageois (PV) se chiffre à 726 168 tonnes en 2017 contre 612 892 tonnes en 2016. PALMCI enregistre un volume en tonnage de régimes usinés en hausse de 9% passant de 1 174 523 T en 2016 à 1 282 599 T en 2017, soit la meilleure performance jamais réalisée depuis 2007.",(225) 21 21 09 00,"Boulevard de Vridi, Abidjan – Zone portuaire 18 B.P. 3321 Abidjan 18 Abidjan",Coulibaly Lacina,15 459 316,87 345 MFCFA,PALMCI,Cote Ivoire,Agriculture
93,PALM CI,2023,41693,2696.96,2.18,1214,"PALMCI est une filiale du groupe agro-industriel ivoirien SIFCA. Elle est le principal producteur d’huile de palme brute de la région.  Créée en 1997, la société produit plus de 280 000 tonnes d’huile de palme brute par an sur 8 sites de production implantés en Côte d'Ivoire, soit 70% de la production totale du pays. Elle exploite près de 40 000 hectares de plantations industrielles et s’approvisionne auprès de 30 000 petits planteurs Entre 2016 et 2017, le rendement à l’hectare de ses champs passe de 15,6t/h à 15,8t/h, soit une légère hausse de 1%. De même, ses achats de régimes aux planteurs villageois (PV) se chiffre à 726 168 tonnes en 2017 contre 612 892 tonnes en 2016. PALMCI enregistre un volume en tonnage de régimes usinés en hausse de 9% passant de 1 174 523 T en 2016 à 1 282 599 T en 2017, soit la meilleure performance jamais réalisée depuis 2007.",(225) 21 21 09 00,"Boulevard de Vridi, Abidjan – Zone portuaire 18 B.P. 3321 Abidjan 18 Abidjan",Coulibaly Lacina,15 459 316,87 345 MFCFA,PALMCI,Cote Ivoire,Agriculture
94,PALM CI,2024,19352,1252.0,4.7,563,"PALMCI est une filiale du groupe agro-industriel ivoirien SIFCA. Elle est le principal producteur d’huile de palme brute de la région.  Créée en 1997, la société produit plus de 280 000 tonnes d’huile de palme brute par an sur 8 sites de production implantés en Côte d'Ivoire, soit 70% de la production totale du pays. Elle exploite près de 40 000 hectares de plantations industrielles et s’approvisionne auprès de 30 000 petits planteurs Entre 2016 et 2017, le rendement à l’hectare de ses champs passe de 15,6t/h à 15,8t/h, soit une légère hausse de 1%. De même, ses achats de régimes aux planteurs villageois (PV) se chiffre à 726 168 tonnes en 2017 contre 612 892 tonnes en 2016. PALMCI enregistre un volume en tonnage de régimes usinés en hausse de 9% passant de 1 174 523 T en 2016 à 1 282 599 T en 2017, soit la meilleure performance jamais réalisée depuis 2007.",(225) 21 21 09 00,"Boulevard de Vridi, Abidjan – Zone portuaire 18 B.P. 3321 Abidjan 18 Abidjan",Coulibaly Lacina,15 459 316,87 345 MFCFA,PALMCI,Cote Ivoire,Agriculture
95,SAPH CI,2020,3375,13204.0,1840.0,0,"BANK OF AFRICA BENIN, est une filiale du groupe BOA, ouverte au public en janvier 1990. Elle est la seule banque et la seule entreprise béninoise cotée en bourse à la Bourse Régionale des Valeurs Mobilière (BRVM). Leader du secteur bancaire du Bénin en termes de total d'actif  suivie par Ecobank et Diamond Bank. Elle est profondément impliquée dans le financement de l'économie béninoise, en particulier les activités agricoles et portuaires. En fin 2017, la banque affichait un total bilan de 975 milliards FCFA, un total dépôt de la clientèle de 540 milliards FCFA, repartis sur un réseau de plus de 45 agences.",123,BANK OF AFRICA – Av. Jean Paul II 08 BP 0879 – Cotonou – BÉNIN COTONOU,Directeur Général : Sadio CISSE,20 280 524,136 894 MFCFA,Société Africaine Plantation Hévéa,Cote Ivoire,Agriculture
96,SAPH CI,2021,7467,29214.0,832.0,132,"BANK OF AFRICA BENIN, est une filiale du groupe BOA, ouverte au public en janvier 1990. Elle est la seule banque et la seule entreprise béninoise cotée en bourse à la Bourse Régionale des Valeurs Mobilière (BRVM). Leader du secteur bancaire du Bénin en termes de total d'actif  suivie par Ecobank et Diamond Bank. Elle est profondément impliquée dans le financement de l'économie béninoise, en particulier les activités agricoles et portuaires. En fin 2017, la banque affichait un total bilan de 975 milliards FCFA, un total dépôt de la clientèle de 540 milliards FCFA, repartis sur un réseau de plus de 45 agences.",123,BANK OF AFRICA – Av. Jean Paul II 08 BP 0879 – Cotonou – BÉNIN COTONOU,Directeur Général : Sadio CISSE,20 280 524,136 894 MFCFA,Société Africaine Plantation Hévéa,Cote Ivoire,Agriculture
97,SAPH CI,2022,20750,81190.0,299.0,365,"BANK OF AFRICA BENIN, est une filiale du groupe BOA, ouverte au public en janvier 1990. Elle est la seule banque et la seule entreprise béninoise cotée en bourse à la Bourse Régionale des Valeurs Mobilière (BRVM). Leader du secteur bancaire du Bénin en termes de total d'actif  suivie par Ecobank et Diamond Bank. Elle est profondément impliquée dans le financement de l'économie béninoise, en particulier les activités agricoles et portuaires. En fin 2017, la banque affichait un total bilan de 975 milliards FCFA, un total dépôt de la clientèle de 540 milliards FCFA, repartis sur un réseau de plus de 45 agences.",123,BANK OF AFRICA – Av. Jean Paul II 08 BP 0879 – Cotonou – BÉNIN COTONOU,Directeur Général : Sadio CISSE,20 280 524,136 894 MFCFA,Société Africaine Plantation Hévéa,Cote Ivoire,Agriculture
98,SAPH CI,2023,16700,65344.0,372.0,294,"BANK OF AFRICA BENIN, est une filiale du groupe BOA, ouverte au public en janvier 1990. Elle est la seule banque et la seule entreprise béninoise cotée en bourse à la Bourse Régionale des Valeurs Mobilière (BRVM). Leader du secteur bancaire du Bénin en termes de total d'actif  suivie par Ecobank et Diamond Bank. Elle est profondément impliquée dans le financement de l'économie béninoise, en particulier les activités agricoles et portuaires. En fin 2017, la banque affichait un total bilan de 975 milliards FCFA, un total dépôt de la clientèle de 540 milliards FCFA, repartis sur un réseau de plus de 45 agences.",123,BANK OF AFRICA – Av. Jean Paul II 08 BP 0879 – Cotonou – BÉNIN COTONOU,Directeur Général : Sadio CISSE,20 280 524,136 894 MFCFA,Société Africaine Plantation Hévéa,Cote Ivoire,Agriculture
99,SAPH CI,2024,3635,14200.0,1711.0,65,"BANK OF AFRICA BENIN, est une filiale du groupe BOA, ouverte au public en janvier 1990. Elle est la seule banque et la seule entreprise béninoise cotée en bourse à la Bourse Régionale des Valeurs Mobilière (BRVM). Leader du secteur bancaire du Bénin en termes de total d'actif  suivie par Ecobank et Diamond Bank. Elle est profondément impliquée dans le financement de l'économie béninoise, en particulier les activités agricoles et portuaires. En fin 2017, la banque affichait un total bilan de 975 milliards FCFA, un total dépôt de la clientèle de 540 milliards FCFA, repartis sur un réseau de plus de 45 agences.",123,BANK OF AFRICA – Av. Jean Paul II 08 BP 0879 – Cotonou – BÉNIN COTONOU,Directeur Général : Sadio CISSE,20 280 524,136 894 MFCFA,Société Africaine Plantation Hévéa,Cote Ivoire,Agriculture
100,SGBCI,2020,50253,1615.28,11.95,273,"La Société Générale de Banques en Côte d’Ivoire (SGBCI) est une filiale de la Société Générale, l’un des plus grands groupes bancaires au monde. Présente depuis plus de 50 ans dans le pays, elle occupe une position dominante depuis de longue date en Côte dIvoire et joue un rôle prépondérant dans le financement de l’économie ivoirienne et ouest africaine. Première banque ivoirienne avec un produit net bancaire de 150 milliards FCFA et un total bilan de 2 152 milliards FCFA. La banque occupe également la 1ère place en termes de prêts à la clientèle et la 1ère place en termes de dépôts clients avec près 20% de part de marché. Malgré la concurrence intense sur le marché, la banque a toujours réussi à rester comme étant l'une des plus grandes banques du pays.",+225 20.20.12.34,"S.A, Siège Social à Abidjan, Plateau 5 et 7 Avenue Joseph Anoma 01 BP 1355 Abidjan 01 Abidjan",GUIGNI MARC,31 111 110,600 444 MFCFA,"Societe General, CI",Cote Ivoire,Banque
101,SGBCI,2021,48435,1557.0,12.4,368,"La Société Générale de Banques en Côte d’Ivoire (SGBCI) est une filiale de la Société Générale, l’un des plus grands groupes bancaires au monde. Présente depuis plus de 50 ans dans le pays, elle occupe une position dominante depuis de longue date en Côte dIvoire et joue un rôle prépondérant dans le financement de l’économie ivoirienne et ouest africaine. Première banque ivoirienne avec un produit net bancaire de 150 milliards FCFA et un total bilan de 2 152 milliards FCFA. La banque occupe également la 1ère place en termes de prêts à la clientèle et la 1ère place en termes de dépôts clients avec près 20% de part de marché. Malgré la concurrence intense sur le marché, la banque a toujours réussi à rester comme étant l'une des plus grandes banques du pays.",+225 20.20.12.34,"S.A, Siège Social à Abidjan, Plateau 5 et 7 Avenue Joseph Anoma 01 BP 1355 Abidjan 01 Abidjan",GUIGNI MARC,31 111 110,600 444 MFCFA,"Societe General, CI",Cote Ivoire,Banque
102,SGBCI,2022,67438,2167.65,8.9,1005,"La Société Générale de Banques en Côte d’Ivoire (SGBCI) est une filiale de la Société Générale, l’un des plus grands groupes bancaires au monde. Présente depuis plus de 50 ans dans le pays, elle occupe une position dominante depuis de longue date en Côte dIvoire et joue un rôle prépondérant dans le financement de l’économie ivoirienne et ouest africaine. Première banque ivoirienne avec un produit net bancaire de 150 milliards FCFA et un total bilan de 2 152 milliards FCFA. La banque occupe également la 1ère place en termes de prêts à la clientèle et la 1ère place en termes de dépôts clients avec près 20% de part de marché. Malgré la concurrence intense sur le marché, la banque a toujours réussi à rester comme étant l'une des plus grandes banques du pays.",+225 20.20.12.34,"S.A, Siège Social à Abidjan, Plateau 5 et 7 Avenue Joseph Anoma 01 BP 1355 Abidjan 01 Abidjan",GUIGNI MARC,31 111 110,600 444 MFCFA,"Societe General, CI",Cote Ivoire,Banque
103,SGBCI,2023,74612,2398.23,8.05,1107,"La Société Générale de Banques en Côte d’Ivoire (SGBCI) est une filiale de la Société Générale, l’un des plus grands groupes bancaires au monde. Présente depuis plus de 50 ans dans le pays, elle occupe une position dominante depuis de longue date en Côte dIvoire et joue un rôle prépondérant dans le financement de l’économie ivoirienne et ouest africaine. Première banque ivoirienne avec un produit net bancaire de 150 milliards FCFA et un total bilan de 2 152 milliards FCFA. La banque occupe également la 1ère place en termes de prêts à la clientèle et la 1ère place en termes de dépôts clients avec près 20% de part de marché. Malgré la concurrence intense sur le marché, la banque a toujours réussi à rester comme étant l'une des plus grandes banques du pays.",+225 20.20.12.34,"S.A, Siège Social à Abidjan, Plateau 5 et 7 Avenue Joseph Anoma 01 BP 1355 Abidjan 01 Abidjan",GUIGNI MARC,31 111 110,600 444 MFCFA,"Societe General, CI",Cote Ivoire,Banque
104,SGBCI,2024,97230,3125.0,6.18,1547,"La Société Générale de Banques en Côte d’Ivoire (SGBCI) est une filiale de la Société Générale, l’un des plus grands groupes bancaires au monde. Présente depuis plus de 50 ans dans le pays, elle occupe une position dominante depuis de longue date en Côte dIvoire et joue un rôle prépondérant dans le financement de l’économie ivoirienne et ouest africaine. Première banque ivoirienne avec un produit net bancaire de 150 milliards FCFA et un total bilan de 2 152 milliards FCFA. La banque occupe également la 1ère place en termes de prêts à la clientèle et la 1ère place en termes de dépôts clients avec près 20% de part de marché. Malgré la concurrence intense sur le marché, la banque a toujours réussi à rester comme étant l'une des plus grandes banques du pays.",+225 20.20.12.34,"S.A, Siège Social à Abidjan, Plateau 5 et 7 Avenue Joseph Anoma 01 BP 1355 Abidjan 01 Abidjan",GUIGNI MARC,31 111 110,600 444 MFCFA,"Societe General, CI",Cote Ivoire,Banque
105,SIBC CI,2020,28057,561.1,11.08,270,"La Société Ivoirienne de Banque (SIB) est une Société anonyme de droit ivoirien créée en 1962. Elle fait partie des cinq principales banques de la Côte d'ivoire, quatrième banque de côte d’Ivoire en termes de dépôts à la clientèle et troisième en Prêts clientèle. La SIB est implantée dans 15 villes avec un réseau fort de 54 agences, et plus de 300 000 clients Particuliers, Professionnels et Entreprises de toute taille. En septembre 2015, le groupe Attijariwafa bank, à travers sa filiale Attijari Ivoire Holding Offshore SA, a procédé à l’acquisition de 39% du capital et des droits de vote de la Société Ivoirienne de Banque auprès de l’Etat de Côte d’Ivoire, modifiant ainsi la structure du capital et la composition du Conseil d’Administration. Ainsi, le groupe Attijariwafa bank qui détenait 51% du capital de la SIB depuis 2009 renforce sa position d’actionnaire de référence, disposant désormais de 75% après son introduction en bourse.",(225) 20 20 00 00,"34 bd République,Immeuble Alpha 2000 01 BP 1300 ABIDJAN 01 ABIDJAN",Mohamed EL GHAZI,50 000 000,317 500 MFCFA,Societé Ivoirienne de Banque,Cote Ivoire,Banque
